faculty_name,department_name,member_name,profile_url
Faculty of Human and Social Sciences,Applied Health Sciences | Health Studies,James A. LeClair,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/james-leclair/index.html
Faculty of Human and Social Sciences | Faculty of Liberal Arts,Applied Health Sciences | Health Studies | Social Justice and Community Engagement (MA),Janet McLaughlin,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/janet-mclaughlin/index.html
Faculty of Human and Social Sciences | Faculty of Science,Applied Health Sciences | Health Studies | Dean of Science Office,Richelle Monaghan,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/richelle-monaghan/index.html
Faculty of Human and Social Sciences | Faculty of Liberal Arts | Faculty of Science,Applied Health Sciences | Health Studies | Social Justice and Community Engagement (MA) | Health Sciences,Kate Rossiter,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/kate-rossiter/index.html
Faculty of Human and Social Sciences,Applied Health Sciences,Nathan Vo,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/nathan-vo/index.html
Faculty of Human and Social Sciences | Faculty of Liberal Arts,Criminology | Human Rights,Robert Ame,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/robert-ame/index.html
Faculty of Human and Social Sciences,Criminology,Dan Antonowicz,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/daniel-antonowicz/index.html
Faculty of Human and Social Sciences,Criminology,Tony Christensen,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/tony-christensen/index.html
Faculty of Human and Social Sciences,Criminology,Erin Dej,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/erin-dej/index.html
Faculty of Human and Social Sciences,Criminology,Ken Dowler,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/kenneth-dowler/index.html
Faculty of Human and Social Sciences,Criminology,Lauren Eisler,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/lauren-eisler/index.html
Faculty of Human and Social Sciences,Criminology,Thomas Fleming,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/thomas-fleming/index.html
Faculty of Human and Social Sciences,Criminology,Tarah Hodgkinson,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/tarah-hodgkinson/index.html
Faculty of Human and Social Sciences,Criminology,M. Raymond Izarali,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/m-raymond-izarali/index.html
Faculty of Human and Social Sciences,Criminology,Nikolai Kovalev,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/nikolai-kovalev/index.html
Faculty of Human and Social Sciences,Criminology,Debra Langan,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/debra-langan/index.html
Faculty of Human and Social Sciences,Criminology,Jennifer Lavoie,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/jennifer-lavoie/index.html
Faculty of Human and Social Sciences,Criminology,James Popham,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/james-popham/index.html
Faculty of Human and Social Sciences | Faculty of Liberal Arts,Criminology | Social Justice and Community Engagement (MA),Katrin Roots,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/katrin-roots/index.html
Faculty of Human and Social Sciences,Criminology,Carrie B. Sanders,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/carrie-b-sanders/index.html
Faculty of Human and Social Sciences,Criminology,Andrew Welsh,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/andrew-welsh/index.html
Faculty of Human and Social Sciences,Criminology,Kelsey Ioannoni,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/kelsey-ioannoni/index.html
Faculty of Human and Social Sciences,Game Design and Development,Sandra Danilovic,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/sandra-danilovic/index.html
Faculty of Human and Social Sciences,Game Design and Development,Scott Nicholson,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/scott-nicholson/index.html
Faculty of Human and Social Sciences,Game Design and Development,Charles Wells,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/charles-wells/index.html
Faculty of Human and Social Sciences,Game Design and Development,Steve Wilcox,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/steve-wilcox/index.html
Faculty of Human and Social Sciences,Leadership,Bruce Arai,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/bruce-arai/index.html
Faculty of Human and Social Sciences,Leadership,Lamine Diallo,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/lamine-diallo/index.html
Faculty of Human and Social Sciences,Leadership,Kris Gerhardt,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/kris-gerhardt/index.html
Faculty of Human and Social Sciences,Leadership,Lisa Kuron,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/lisa-kuron/index.html
Faculty of Human and Social Sciences,Leadership,Rosemary A. McGowan,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/rosemary-a-mcgowan/index.html
Faculty of Human and Social Sciences,Psychology (Brantford),Chris Alksnis,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/chris-alksnis/index.html
Faculty of Human and Social Sciences,Psychology (Brantford),Judy Eaton,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/judy-eaton/index.html
Faculty of Human and Social Sciences,Psychology (Brantford),Sybil Geldart,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/sybil-geldart/index.html
Faculty of Human and Social Sciences,Psychology (Brantford),Jennifer Lavoie,https://wlu.ca/faculty-profiles/hss/jennifer-lavoie.html
Faculty of Human and Social Sciences | Faculty of Liberal Arts,Psychology (Brantford) | Youth and Children's Studies,Danielle M. Law,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/danielle-m-law/index.html
Faculty of Human and Social Sciences,Psychology (Brantford),Erin Strahan,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/erin-strahan/index.html
Faculty of Human and Social Sciences,Psychology (Brantford),Andrew Welsh,https://wlu.ca/faculty-profiles/hss/andrew-welsh.html
Faculty of Human and Social Sciences,Public Safety,Scott Blandford,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/scott-blandford/index.html
Faculty of Human and Social Sciences,Public Safety,Carolyn Greene,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/carolyn-greene/index.html
Faculty of Human and Social Sciences,Public Safety,Jennifer Magnus,https://www.wlu.ca/academics/faculties/faculty-of-human-and-social-sciences/faculty-profiles/jennifer-magnus/index.html
Faculty of Liberal Arts,English (Brantford),Kathryn Carter,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/kathryn-carter/index.html
Faculty of Liberal Arts,English (Brantford),Ian MacRae,https://wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/ian-macrae/index.html
Faculty of Liberal Arts,English (Brantford),Kenneth Paradis,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/ken-paradis/index.html
Faculty of Liberal Arts,History (Brantford) | Youth and Children's Studies,Tarah Brookfield,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/tarah-brookfield/index.html
Faculty of Liberal Arts,History (Brantford),Christina Han,https://www.wlu.ca/academics/faculties/faculty-of-arts/faculty-profiles/christina-han/index.html
Faculty of Liberal Arts,History (Brantford) | Social and Environmental Justice | Social Justice and Community Engagement (MA),Rob Kristofferson,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/rob-kristofferson/index.html
Faculty of Liberal Arts,History (Brantford),Geoff Spurr,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/geoff-spurr/index.html
Faculty of Liberal Arts,Human Rights,Simon Kiss,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/simon-kiss/index.html
Faculty of Liberal Arts | Lazaridis School of Business and Economics,Human Rights | Lazaridis School of Business and Economics | Business Technology Management (Brantford and Milton Campuses),Oliver Masakure,https://www.wlu.ca/academics/faculties/lazaridis-school-of-business-and-economics/faculty-profiles/oliver-masakure/index.html
Faculty of Liberal Arts,Human Rights,Andrew Robinson,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/andrew-m-robinson/index.html
Faculty of Liberal Arts,Human Rights,Stacey Wilson-Forsberg,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/stacey-wilson-forsberg/index.html
Faculty of Liberal Arts,Indigenous Studies | Law and Society | Social and Environmental Justice,James Cairns,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/james-cairns/index.html
Faculty of Liberal Arts,Indigenous Studies,Percy Lezard,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/percy-lezard/index.html
Faculty of Liberal Arts | Faculty of Science,Indigenous Studies | Social Justice and Community Engagement (MA) | Geography and Environmental Studies,Brenda Murphy,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/brenda-murphy/index.html
Faculty of Liberal Arts,Indigenous Studies | Social Justice and Community Engagement (MA),Darren Thomas,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/darren-thomas/index.html
Faculty of Liberal Arts,Law and Society,Mark Davidson,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/mark-davidson/index.html
Faculty of Liberal Arts,Law and Society | Social Justice and Community Engagement (MA),Todd Gordon,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/todd-gordon/index.html
Faculty of Liberal Arts,Law and Society,Kelly Gallagher-Mackay,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/kelly-gallagher-mackay/index.html?ref=faculty-profiles%2Fliberal-arts%2Fkelly-gallagher-mackay.html
Faculty of Liberal Arts,Social and Environmental Justice,Stephen Haller,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/stephen-haller/index.html
Faculty of Liberal Arts,Social and Environmental Justice,Jonathan Lavery,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/jonathan-lavery/index.html
Faculty of Liberal Arts,Social and Environmental Justice | Social Justice and Community Engagement (MA),Ellen Russell,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/ellen-d-russell/index.html
Faculty of Liberal Arts | Faculty of Social Work,Social Justice and Community Engagement (MA) | 2SLGBTQ+ Social Exclusion,Bree Akesson,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/bree-akesson/index.html
Faculty of Liberal Arts,Social Justice and Community Engagement (MA),Kelly Gallagher-Mackay,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/kelly-gallagher-mackay/index.html
Faculty of Liberal Arts,Social Justice and Community Engagement (MA) | User Experience Design,Maurita Harris,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/maurita-harris/index.html
Faculty of Liberal Arts | Faculty of Social Work,Social Justice and Community Engagement (MA) | 2SLGBTQ+ Social Exclusion,Cameron McKenzie,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/cameron-mckenzie/index.html
Faculty of Liberal Arts | Faculty of Social Work,Social Justice and Community Engagement (MA) | 2SLGBTQ+ Social Exclusion,Anh Ngo,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/anh-ngo/index.html
Faculty of Liberal Arts,Social Justice and Community Engagement (MA) | Youth and Children's Studies,Vanessa Oliver,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/vanessa-oliver/index.html
Faculty of Liberal Arts | Faculty of Social Work,Social Justice and Community Engagement (MA) | 2SLGBTQ+ Social Exclusion,Jennifer Root,https://www.wlu.ca/academics/faculties/faculty-of-social-work/faculty-profiles/jennifer-root/index.html
Faculty of Liberal Arts,User Experience Design,Bruce Gillespie,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/bruce-gillespie/index.html
Faculty of Liberal Arts,User Experience Design,Sajjad Khan,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/sajjad-khan/index.html
Faculty of Liberal Arts,User Experience Design,John Muñoz,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/john-edison-munoz-cardona/index.html
Faculty of Liberal Arts,User Experience Design,Sadeem Qureshi,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/sadeem-qureshi/index.html
Faculty of Liberal Arts,Youth and Children's Studies,Christine Corso,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/christine-corso/index.html
Faculty of Liberal Arts,Youth and Children's Studies,Christine Lei,https://www.wlu.ca/academics/faculties/faculty-of-liberal-arts/faculty-profiles/christine-lei/index.html
Faculty of Music,"Coach-Accompanists | Woodwinds, Brass and Percussion",Guy Few,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/guy-few/index.html
Faculty of Music,Coach-Accompanists,Connor O'Kane,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/connor-okane/index.html
Faculty of Music,Coach-Accompanists,Stephanie Mara,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/stephanie-mara/index.html
Faculty of Music,Coach-Accompanists,Anna Ronai,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/anna-ronai/index.html
Faculty of Music,Coach-Accompanists,Jason White,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/jason-white/index.html
Faculty of Music,"Collaboration, Curation and Creative Performance | Music History, Theory and Critical Analysis",Kirsten Yri,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/kirsten-yri/index.html
Faculty of Music,Composition,Barbara Assiginaak,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/barbara-assiginaak/index.html
Faculty of Music,Composition,Matthew Emery,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/matthew-emery/index.html
Faculty of Music,Community Music,Deanna Yerichuk,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/deanna-yerichuk/index.html
Faculty of Music,Community Music | Music Therapy,Heidi Ahonen,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/heidi-ahonen/index.html
Faculty of Music,"Community Music | Music Education | Music History, Theory and Critical Analysis",Karen Cyrus,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/karen-cyrus/index.html
Faculty of Music,Community Music | Music Education,Doug Friesen,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/douglas-friesen/index.html
Faculty of Music,Community Music | Voice,Brandon Leis,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/brandon-leis/index.html
Faculty of Music,Community Music,Sarah Katherine Stapleton,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/sarah-katherine-stapleton/index.html
Faculty of Music,Community Music,Gerard Yun,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/gerard-yun/index.html
Faculty of Music,Ensembles | Voice,Amanda Brunk,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/amanda-brunk/index.html
Faculty of Music,Ensembles | Voice,Kate Carver,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/kate-carver/index.html
Faculty of Music,"Ensembles | Woodwinds, Brass and Percussion",Brennan Connolly,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/brennan-connolly/index.html
Faculty of Music,"Ensembles | Keyboard (Piano and Harpsichord) | Strings | Woodwinds, Brass and Percussion",Adrean Farrugia,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/adrean-farrugia/index.html
Faculty of Music,Ensembles,Cynthia Johnston Turner,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/cynthia-johnston-turner/index.html
Faculty of Music,Ensembles | Strings,Jerzy Kaplanek,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/jerzy-kaplanek/index.html
Faculty of Music,Ensembles,Amanda Kind,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/amanda-kind/index.html
Faculty of Music,Ensembles,Leah McGray,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/leah-mcgray/index.html
Faculty of Music,Ensembles,Saman Shahi,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/saman-shahi/index.html
Faculty of Music,Ensembles | Music Education,Tracy Wong,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/tracy-wong/index.html
Faculty of Music,Keyboard (Piano and Harpsichord),Anya Alexeyev,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/anya-alexeyev/index.html
Faculty of Music,Keyboard (Piano and Harpsichord),Joseph Ferretti,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/joseph-ferretti/index.html
Faculty of Music,Keyboard (Piano and Harpsichord),Elaine Lau,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/elaine-lau/index.html
Faculty of Music,Keyboard (Piano and Harpsichord),Marnie Van Weelden,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/marnie-van-weelden/index.html
Faculty of Music,Music Education,Nicholas Stoup,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/nicholas-stoup/index.html
Faculty of Music,Music Education,Lee Willingham,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/lee-willingham/index.html
Faculty of Music,"Music History, Theory and Critical Analysis",Eva Branda,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/eva-branda/index.html
Faculty of Music,"Music History, Theory and Critical Analysis",Anna Ferenc,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/anna-ferenc/index.html
Faculty of Music,"Music History, Theory and Critical Analysis",Kate Galloway,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/kate-galloway/index.html
Faculty of Music,"Music History, Theory and Critical Analysis",Brent Hagerman,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/brent-hagerman/index.html
Faculty of Music,"Music History, Theory and Critical Analysis",Scott Hanenberg,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/scott-hanenberg/index.html
Faculty of Music,"Music History, Theory and Critical Analysis",Caitlin Martinkus,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/caitlin-martinkus/index.html
Faculty of Music,"Music History, Theory and Critical Analysis",Terry Paynter,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/terry-paynter/index.html
Faculty of Music,"Music History, Theory and Critical Analysis",Kevin Swinden,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/kevin-swinden/index.html
Faculty of Music,"Music History, Theory and Critical Analysis",Trevor Wagler,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/trevor-wagler/index.html
Faculty of Music,"Music History, Theory and Critical Analysis",Katie Walshaw,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/katie-walshaw/index.html
Faculty of Music,Music Therapy,Elizabeth Mitchell,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/elizabeth-mitchell/index.html
Faculty of Music,Music Therapy,Demian Kogutek,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/demian-kogutek/index.html
Faculty of Music,Music Therapy,Laura Carroll,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/laura-carroll/index.html
Faculty of Music,Music Therapy,Chantelle Caputo,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/chantelle-caputo/index.html
Faculty of Music,Music Therapy,Amy Clements-Cortés,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/amy-clements-cortes/index.html
Faculty of Music,Music Therapy,Rebekah Jordan-Miller,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/rebekah-jordan-miller/index.html
Faculty of Music,Music Therapy,Ashley Kurkjian,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/ashley-kurkjian/index.html
Faculty of Music,Music Therapy,Tyler Reidy,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/tyler-reidy/index.html
Faculty of Music,Music Therapy,Kathleen Skinner,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/kathleen-skinner/index.html
Faculty of Music,Music Therapy,Priya Zalis,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/priya-zalis/index.html
Faculty of Music,Production,Adam Koopmans,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/adam-koopmans/index.html
Faculty of Music,Special Topics,Shad Kabango,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/shadrach-kabango/index.html
Faculty of Music,Strings,Katie Schlaikjer,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/katie-schlaikjer/index.html
Faculty of Music,Strings,Jeremy Bell,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/jeremy-bell/index.html
Faculty of Music,Strings,Lukas Bouda,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/lukas-bouda/index.html
Faculty of Music,Strings,Lori Gemmell,https://www.wlu.ca/academics/faculties/faculty-of-music/faculty-profiles/lori-gemmell/index.html
